date,name,code,title,rating,target_price,institution,url,2025-盈利预测-收益,2025-盈利预测-市盈率,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率
2020-08-28,000001,000001,详细解读平安银行2020年半年报：低调的利润增速藏不住靓丽的基本面,买入,,民生证券,,,,,,,
2020-08-28,000001,000001,零售转型依旧亮眼、关注信用卡不良率抬升,买入,,华金证券,,,,,,,
2020-07-30,贵州茅台,600519,直营占比继续提升，龙头业绩稳健增长,买入,,东兴证券,,,,,,,
2020-07-30,贵州茅台,600519,改革深化，行稳致远,买入,,新时代证券,,,,,,,
2020-07-29,贵州茅台,600519,半年报点评报告：直营加速放量，全年目标底气十足,增持,,万联证券,,,,,,,
2020-07-29,贵州茅台,600519,收入利润稳健增长 持续彰显龙头风范,买入,,华金证券,,,,,,,
2020-07-29,贵州茅台,600519,2020年中报点评：直营渠道持续放量，全年10%增长确定性高,增持,,川财证券,,,,,,,
2020-07-29,贵州茅台,600519,时间过半任务过半，核心资产稳健前行,买入,,东吴证券,,,,,,,
2020-07-29,贵州茅台,600519,业绩稳健增长，直营渠道加速落地,买入,,山西证券,,,,,,,
2020-07-29,贵州茅台,600519,2020年半年点评：任务过半目标如期完成，直营渠道放量显著提速,买入,,民生证券,,,,,,,
2020-07-29,贵州茅台,600519,业绩稳健增长，未来确定性高,买入,,中银证券,,,,,,,
2020-07-29,贵州茅台,600519,中报符合预期，唯需紧密关注供给,买入,,华安证券,,,,,,,
2020-07-29,贵州茅台,600519,贵州茅台中报点评：短期减速不改长期逻辑，报表质量明显回升,买入,,太平洋,,,,,,,
2020-07-29,贵州茅台,600519,行稳致远，直营占比持续提升,买入,,西南证券,,,,,,,
2020-07-28,贵州茅台,600519,产能释放新周期，量价齐升仍可期,买入,,华安证券,,,,,,,
2020-06-23,000001,000001,首次覆盖报告：科技引领，零售突破：打造全球领先的智能化商业银行,增持,,新时代证券,,,,,,,
2020-04-30,贵州茅台,600519,酱香龙头扬帆起航，20Q1稳健增长,买入,,国金证券,,,,,,,
2020-04-29,贵州茅台,600519,渠道吸纳能力强，业绩如期实现双位数增长,买入,,中银证券,,,,,,,
2020-04-29,贵州茅台,600519,季报点评报告：Q1如期开门红，龙头表率为板块注入强心针,增持,,万联证券,,,,,,,
2020-04-28,贵州茅台,600519,压力下显成色，向确定性要溢价,买入,,东吴证券,,,,,,,
2020-04-28,贵州茅台,600519,业绩稳健增长，全年无忧,买入,,西南证券,,,,,,,
2020-04-28,贵州茅台,600519,收入利润均超预期 疫情下凸显龙头确定性,买入,,第一上海证券,,,,,,,
2020-04-28,贵州茅台,600519,公司信息更新报告：一季报迎来开门红，2020年业绩确定性强,买入,,开源证券,,,,,,,
2020-04-28,贵州茅台,600519,起锚“后千亿”开局良好，直营贡献率提升,买入,,新时代证券,,,,,,,
2020-04-28,贵州茅台,600519,贵州茅台一季报点评：业绩略超预期，龙头抗风险能力凸显,买入,,太平洋,,,,,,,
2020-04-28,贵州茅台,600519,2020年一季报点评：20Q1业绩稳健增长，全年业绩确定性仍冠绝行业,买入,,民生证券,,,,,,,
2020-04-28,贵州茅台,600519,2020年一季报点评：渠道改革效果明显，一季报业绩稳健,增持,,川财证券,,,,,,,
2020-04-24,贵州茅台,600519,股价再创新高，2020年业绩确定性强,增持,,川财证券,,,,,,,
2020-04-23,贵州茅台,600519,年报点评报告：2019顺利收官略超指引，后千亿时代发展可期,增持,,万联证券,,,,,,,
2020-04-23,贵州茅台,600519,19年顺利收官，20年拥抱确定性,买入,,国金证券,,,,,,,
2020-04-23,贵州茅台,600519,19年完美收官，业绩稳健增长,买入,,山西证券,,,,,,,
2020-04-23,贵州茅台,600519,"2019 results largely in line, resilient growth ahead",买入,,高盛高华证券,,,,,,,
2020-04-22,贵州茅台,600519,公司信息更新报告：直营如期提速，业绩增长稳健,买入,,开源证券,,,,,,,
2020-04-22,贵州茅台,600519,2019年报点评：贵州茅台业绩符合预期，全年10%收入目标不改,增持,,川财证券,,,,,,,
2020-04-22,贵州茅台,600519,2019稳健收官，2020值得期待,买入,,中银证券,,,,,,,
2020-04-22,贵州茅台,600519,收入稳中有升，直销渠道改革推进,买入,,华鑫证券,,,,,,,
2020-04-22,贵州茅台,600519,而今迈步从头越，穿越周期看茅台,买入,,东吴证券,,,,,,,
2020-04-22,贵州茅台,600519,2019年报点评：2019年实现稳健增长，2020年确定性仍冠绝行业,买入,,民生证券,,,,,,,
2020-04-22,贵州茅台,600519,贵州茅台年报：净利润略超预期，继续维持健康增长,买入,,太平洋,,,,,,,
2020-04-22,000001,000001,盈利保持高速增长，资产质量表现平稳,买入,,东兴证券,,,,,,,
2020-04-22,贵州茅台,600519,量价齐升，带动业绩稳健增长,买入,,西南证券,,,,,,,
2020-04-22,000001,000001,季报点评报告：一季度净息差保持基本稳定,增持,,万联证券,,,,,,,
2020-04-22,000001,000001,平安银行：一季报表现亮眼，维持较快增速,买入,,太平洋,,,,,,,
2020-04-21,000001,000001,2020年一季报点评：逆势强劲增长14.8%，资产质量总体稳定,买入,,东吴证券,,,,,,,
2020-04-21,000001,000001,点评平安银行一季报：无惧疫情影响，用实力说话,买入,,民生证券,,,,,,,
2020-04-21,000001,000001,盈利增速超预期提升，风险抵补能力增强,买入,,中银证券,,,,,,,
2020-04-21,000001,000001,Solid earnings momentum; Asset quality trend is key to watch,买入,,招银国际,,,,,,,
2020-04-02,贵州茅台,600519,公司信息更新报告：行业逐渐回暖，公司稳中求进,买入,,开源证券,,,,,,,
2020-03-23,000001,000001,Conference call takeaway – Business outlook remains solid,买入,,招银国际,,,,,,,
2020-03-19,贵州茅台,600519,公司首次覆盖报告：量价空间充足，增长确定性强,买入,,开源证券,,,,,,,
2020-03-06,贵州茅台,600519,贵州茅台：新老交棒，后千亿时代延续上升周期,买入,,太平洋,,,,,,,
2020-03-05,贵州茅台,600519,事件点评：公司人事发生变动，“后千亿”时代可期,增持,,川财证券,,,,,,,
2020-03-02,000001,000001,平安银行深度报告：零售对公双拳出击，旗帜鲜明推平安,买入,,民生证券,,,,,,,
2020-03-02,贵州茅台,600519,行稳方致远，质地享溢价,买入,,东吴证券,,,,,,,
2020-02-25,贵州茅台,600519,首次覆盖报告：行稳致远，工匠精神打造液体金字塔,增持,,万联证券,,,,,,,
2020-02-22,000001,000001,透视平安集团年报，掘金银行资源禀赋,买入,,东吴证券,,,,,,,
2020-02-19,000001,000001,对公复苏，负债改善，净息差强势,买入,,东吴证券,,,,,,,
2020-02-17,000001,000001,零售业务稳健发展 关注资产质量变动,增持,,万联证券,,,,,,,
2020-02-16,000001,000001,平安银行年报点评：夯实资产质量，蓄力未来发展,买入,,太平洋,,,,,,,
2020-02-16,000001,000001,4Q19业绩亮点-息差企稳，派息提升,买入,,招银国际,,,,,,,
2020-02-14,000001,000001,主营业务增长强劲，关注资产质量表现,买入,,中银证券,,,,,,,
2020-02-14,000001,000001,平安银行年报点评：夯实资产质量，改善存款成本,买入,,民生证券,,,,,,,
2020-02-14,000001,000001,Stable NIM and rising dividend payout highlight 4Q19 results,买入,,招银国际,,,,,,,
2020-02-14,000001,000001,息差彰显韧性、资产质量持续优化,买入,,华金证券,,,,,,,
2020-02-14,000001,000001,2019年年报点评：拨备计提增加，不良认定趋严,买入,,群益证券,,,,,,,
2020-01-14,000001,000001,2019年业绩快报点评：主动计提拨备，对公业务复苏初显成效,买入,,东吴证券,,,,,,,
2020-01-14,000001,000001,存贷业务快增，不良认定趋严,买入,,中银国际,,,,,,,
2020-01-14,000001,000001,平安银行业绩快报点评：清理包袱加快放贷，真实盈利能力改善,买入,,民生证券,,,,,,,
2020-01-06,贵州茅台,600519,业绩略低于预期，稳基础，期待后千亿时代,买入,,西南证券,,,,,,,
2020-01-05,贵州茅台,600519,2019年低于预期，2020年稳字当头，提价可能性仍然存在,买入,,中银国际,,,,,,,
2020-01-03,贵州茅台,600519,重视稳健发展，后千亿时代增长动力足,买入,,华金证券,,,,,,,
2020-01-03,贵州茅台,600519,贵州茅台：销量计划超预期，无需担忧季度波动,买入,,太平洋,,,,,,,
2020-01-03,贵州茅台,600519,基础建设年，稳中求进取,买入,,东吴证券,,,,,,,
2020-01-02,贵州茅台,600519,事件点评：贵州茅台利润增速不及预期，2020年将以稳为主线,增持,,川财证券,,,,,,,
2019-12-30,贵州茅台,600519,强基固本“后千亿”，2020规划量超市场预期,买入,,新时代证券,,,,,,,
2019-12-27,贵州茅台,600519,事件点评：贵州茅台明年计划量3.45万吨，自营规模将大幅提升,增持,,川财证券,,,,,,,
2019-12-26,贵州茅台,600519,贵州茅台：茅台股权划转，助力政府融资发展,买入,,太平洋,,,,,,,
2019-10-23,000001,000001,Long-term prospect stays intact despite some NIM pressure,买入,,招银国际,,,,,,,
2019-10-23,000001,000001,平安银行：资产质量稳定，业绩依然保持较快增长,买入,,太平洋,,,,,,,
2019-10-23,000001,000001,2019年三季报点评：净利润保持高增长，资产质量平稳，风险抵补能力提升,买入,,东莞证券,,,,,,,
2019-10-23,000001,000001,三季报点评：业绩基本符合预期，收入端增长强劲,买入,,群益证券,,,,,,,
2019-10-22,000001,000001,营收增速提升，息差环比收窄,买入,,中银国际,,,,,,,
2019-10-22,000001,000001,平安银行三季报点评：利润高增长，零售快转型,增持,,民生证券,,,,,,,
2019-10-22,000001,000001,2019年三季报点评：ROE持续上行，单季度利润创新高,买入,,东吴证券,,,,,,,
2019-10-22,000001,000001,平安银行2019年三季报点评：零售转型持续显成效，不良平稳,买入,,东兴证券,,,,,,,
2019-10-18,贵州茅台,600519,Direct sales continue to increase,增持,,中国银河国际证券,,,,,,,
2019-10-16,贵州茅台,600519,2019年三季报点评：直营逐步落地，全年14%的收入增长目标可期,增持,,川财证券,,,,,,,
2019-10-16,贵州茅台,600519,2019年三季报点评：业绩短期不及预期，确认节奏保守是主因,买入,,民生证券,,,,,,,
2019-10-16,贵州茅台,600519,直营比例已现拐点，期待持续提升,买入,,西南证券,,,,,,,
2019-10-16,贵州茅台,600519,经营稳步向前，直销陆续放量,买入,,华金证券,,,,,,,
2019-10-16,贵州茅台,600519,体系调整时，稳增长可期,买入,,东吴证券,,,,,,,
2019-10-16,贵州茅台,600519,营收稳健增长，未来一年存在提价的可能性,买入,,中银国际,,,,,,,
2019-10-16,贵州茅台,600519,2019年三季报点评：Q3增速同比有所提升,买入,,东莞证券,,,,,,,
2019-10-16,贵州茅台,600519,贵州茅台三季报点评：多措并举，批价理性回归，发货节奏拖累季度业绩略低预期,买入,,新时代证券,,,,,,,
2019-10-16,贵州茅台,600519,贵州茅台：明年股价空间取决于未来酒价涨幅,买入,,太平洋,,,,,,,
2019-10-16,贵州茅台,600519,业绩略低预期，需求依旧强劲,买入,,国金证券,,,,,,,
2019-10-16,贵州茅台,600519,贵州茅台2019Q3财报点评：渠道改革任重道远，价格管控能力凸显,买入,,东兴证券,,,,,,,
2019-08-14,贵州茅台,600519,贵州茅台：集团销售方案好于预期，旺季放量业绩可期,买入,,太平洋,,,,,,,
2019-08-12,贵州茅台,600519,关联交易计划好于市场预期，3季度有望快速增长,买入,,中银国际,,,,,,,
2019-08-12,贵州茅台,600519,事件点评：贵州茅台关联交易金额符合预期，多措并举控价,增持,,川财证券,,,,,,,
2019-08-12,贵州茅台,600519,贵州茅台事件点评：关联交易合理解决，旺季放量有望带动板块小高潮,买入,,东兴证券,,,,,,,
2019-08-12,贵州茅台,600519,茅台集团营销方案落地，期待旺季放量加快,买入,,华金证券,,,,,,,
2019-08-12,000001,000001,核心指标全面向好，未来持续超预期,买入,,东吴证券,,,,,,,
2019-08-08,000001,000001,业绩全面改善，净息差及不良率表现亮眼,买入,,招银国际,,,,,,,
2019-08-08,000001,000001,All-round improvement; NIM & NPL are bright spots,买入,,招银国际,,,,,,,
2019-08-08,000001,000001,息差表现亮眼，零售贡献度持续提升,买入,,中银国际,,,,,,,
2019-08-08,000001,000001,零售业务步入提质阶段，资产质量优化,买入,,华金证券,,,,,,,
2019-08-08,000001,000001,平安银行2019年半年报点评：盈利能力稳步提升，零售业务不断突破,买入,,东兴证券,,,,,,,
2019-08-08,000001,000001,点评报告：二季度净息差继续上行,增持,,万联证券,,,,,,,
2019-08-08,000001,000001,半年报点评：息差提升推动净利快速增长,增持,,群益证券,,,,,,,
2019-07-22,贵州茅台,600519,贵州茅台中报分析：报表销量或超预期，吨价和预收款合理，净利率提升,买入,,太平洋,,,,,,,
2019-07-19,贵州茅台,600519,存在成长空间，增速虽有下行，不必过分担心,增持,,中邮证券,,,,,,,
2019-07-18,贵州茅台,600519,收入表现波澜不惊，酝酿下一轮超预期表现,买入,,国金证券,,,,,,,
2019-07-18,贵州茅台,600519,巨人再迈大步，完成全年目标决心坚定,买入,,华金证券,,,,,,,
2019-07-18,贵州茅台,600519,营收增速放缓并非终端需求变化,买入,,中银国际,,,,,,,
2019-07-18,贵州茅台,600519,2019年中报点评：静待直营落地，全年增长无忧,增持,,川财证券,,,,,,,
2019-07-18,贵州茅台,600519,Q2高基数稳增长，静待营销体制变革落地,买入,,东吴证券,,,,,,,
2019-07-18,贵州茅台,600519,2019年半年报点评：业绩低于预期，三季度放量是大概率事件,买入,,民生证券,,,,,,,
2019-07-18,贵州茅台,600519,业绩略低于预期，盈利能力提升明显,买入,,西南证券,,,,,,,
2019-07-18,贵州茅台,600519,需求支撑批价，全年业绩增长确定性高,买入,,新时代证券,,,,,,,
2019-07-18,贵州茅台,600519,贵州茅台2019年中报点评：中报业绩符合预期，下半年直营有望放量,买入,,东兴证券,,,,,,,
2019-07-18,贵州茅台,600519,批价坚挺，下半年直营有望落地,买入,,群益证券,,,,,,,
2019-07-15,贵州茅台,600519,事件点评：中报增速同比有所回落,买入,,东莞证券,,,,,,,
2019-07-15,贵州茅台,600519,贵州茅台业绩预告点评：收入利润符合预期，平均吨价提升明显,买入,,太平洋,,,,,,,
2019-07-15,贵州茅台,600519,看好Q3报表端表现，全年业绩增长无需担忧,买入,,国金证券,,,,,,,
2019-07-14,贵州茅台,600519,业绩略低于预期，供需依然偏紧,买入,,西南证券,,,,,,,
2019-07-14,贵州茅台,600519,2019年上半年经营数据点评：上半年业绩符合全年指引，静待直营放量,增持,,川财证券,,,,,,,
2019-07-09,贵州茅台,600519,中秋价格有望坚挺，持续增长给予估值溢价,买入,,东兴证券,,,,,,,
2019-07-02,000001,000001,基本面迎拐点，依托集团转型可期,买入,,中银国际,,,,,,,
2019-07-01,000001,000001,Best proxy to capture the retail banking boom,买入,,招银国际,,,,,,,
2019-07-01,贵州茅台,600519,贵州茅台：享受龙头溢价，提高目标价到1240元,买入,,太平洋,,,,,,,
2019-06-20,贵州茅台,600519,飞天茅台酒的合理价格应多少？,买入,,太平洋,,,,,,,
2019-06-13,贵州茅台,600519,贵州茅台简评：6月份中下旬放量，平均吨价提升明显,买入,,太平洋,,,,,,,
2019-06-06,000001,000001,零售转型步入盈利提升与资产质量优化新阶段,买入,,华金证券,,,,,,,
2019-05-20,贵州茅台,600519,强大品牌力及渠道控制力成就茅台,增持,,川财证券,,,,,,,
2019-05-19,贵州茅台,600519,业绩增速维持高位，渠道变革有望夯实定价基础,买入,,新时代证券,,,,,,,
2019-05-10,贵州茅台,600519,集团分食是短期扰动，北上资金决定短期走势,买入,,太平洋,,,,,,,
2019-05-09,贵州茅台,600519,开门红如期而至，后续关注直营比例提升,买入,,群益证券,,,,,,,
2019-04-30,贵州茅台,600519,2019Q1财报点评：一季度业绩超预期，渠道改革推动业绩快速提升,买入,,东兴证券,,,,,,,
2019-04-26,贵州茅台,600519,2019年一季报点评：业绩高速增长，预收款回落明显,买入,,西南证券,,,,,,,
2019-04-26,贵州茅台,600519,真实需求强劲，未来两年将惊喜不断，继续强烈推荐,买入,,中银国际,,,,,,,
2019-04-26,贵州茅台,600519,一季报点评：一季度再超预期，产品升级是主因,买入,,太平洋,,,,,,,
2019-04-25,贵州茅台,600519,【联讯食饮】贵州茅台：收入利润高增长，直销比例有待提高,增持,,联讯证券,,,,,,,
2019-04-25,贵州茅台,600519,2019年一季报点评：Q1业绩略超预期，Q2直营渠道有望顺利放量,买入,,民生证券,,,,,,,
2019-04-25,贵州茅台,600519,如期迎来开门红，直营落地意在深远,买入,,东吴证券,,,,,,,
2019-04-25,000001,000001,一季报点评：息差回升，资产质量继续改善，净利增长提速,买入,,群益证券,,,,,,,
2019-04-25,000001,000001,2019年一季报点评：业绩提速息差增长，质量扎实拨备增厚,买入,,西南证券,,,,,,,
2019-04-09,贵州茅台,600519,2019Q1业绩预告点评：一季度超预期，价格快速攀升需防范,买入,,东兴证券,,,,,,,
2019-04-08,贵州茅台,600519,事件点评：一季度业绩超预期,买入,,东莞证券,,,,,,,
2019-04-08,贵州茅台,600519,贵州茅台：一季报数据超预期，维持目标价1030元,买入,,太平洋,,,,,,,
2019-04-08,贵州茅台,600519,4Q超预期，期待渠道改革成效,增持,,群益证券,,,,,,,
2019-04-08,贵州茅台,600519,需求强劲，业绩释放动力足，未来2年有望持续超预期,买入,,中银国际,,,,,,,
2019-04-03,贵州茅台,600519,业绩超预期，未来看直营渠道布局,买入,,华鑫证券,,,,,,,
2019-04-01,贵州茅台,600519,2018年报点评：稀缺性助力提价和结构再优化，茅台持续高增速,买入,,东兴证券,,,,,,,
2019-04-01,贵州茅台,600519,价格话语权强化，扬帆千亿基础扎实,买入,,新时代证券,,,,,,,
2019-04-01,贵州茅台,600519,2018年年报点评：量价齐升带动收入高速增长，现金流大幅改善,买入,,西南证券,,,,,,,
2019-03-31,贵州茅台,600519,2018年年报点评：茅台酒确认量超预期推动全年业绩超预期,买入,,民生证券,,,,,,,
2019-03-29,贵州茅台,600519,年报点评：量价齐升再超预期，重新定义空间和风险,买入,,太平洋,,,,,,,
2019-03-29,贵州茅台,600519,【联讯食饮】：4Q重现高增速，需求旺盛确保全年目标实现,增持,,联讯证券,,,,,,,
2019-03-29,贵州茅台,600519,2018年年报点评：Q4增速有所回升,买入,,东莞证券,,,,,,,
2019-03-29,贵州茅台,600519,18年业绩超预期，19年有望明显高于14%的增长规划,买入,,中银国际,,,,,,,
2019-03-29,贵州茅台,600519,Q4利润创新高，渠道变革助增长,买入,,东吴证券,,,,,,,
2019-03-08,000001,000001,年报点评：零售业务高歌猛进，资产质量已得到市场认可,买入,,群益证券,,,,,,,
2019-03-08,000001,000001,平安银行18年报业绩点评：零售贷款驱动业绩，净息差环比向好,增持,,民生证券,,,,,,,
2019-01-24,贵州茅台,600519,冻结经销商数量和经销商配额；重申买入评级（位于强力买入名单）（摘要）,买入,,高华证券,,,,,,,
2019-01-09,000001,000001,业绩快报点评报告：存量资产质量持续改善,增持,,万联证券,,,,,,,
2019-01-04,贵州茅台,600519,业绩预告点评：18业绩稳着陆，19结构调整茅台蓄势待发,买入,,东兴证券,,,,,,,
2019-01-04,000001,000001,平安银行：终将脱颖而出，强烈推荐,买入,,太平洋,,,,,,,
2019-01-03,贵州茅台,600519,贵州茅台：吨价提升超预期，直营增加保障未来增长,买入,,太平洋,,,,,,,
2019-01-03,贵州茅台,600519,2018年业绩和2019年指引符合预期，结构性改革启动,买入,,高华证券,,,,,,,
2019-01-03,贵州茅台,600519,4Q18超预期只是开始，2019年内部整治有望持续带来惊喜,买入,,中银国际,,,,,,,
2019-01-03,贵州茅台,600519,4Q业绩亮眼，以待来年,增持,,群益证券,,,,,,,
2019-01-02,贵州茅台,600519,事件点评：投放量保持稳健 系列酒保持快增,买入,,东莞证券,,,,,,,
2019-01-02,贵州茅台,600519,18Q4重拾高增速，19年有望维持快速增长,买入,,西南证券,,,,,,,
2018-12-25,贵州茅台,600519,茅台酒成功的秘诀-塑品牌、重渠道、传工艺,增持,,中邮证券,,,,,,,
2018-12-07,贵州茅台,600519,三个关键问题—提价、内部整治、季度业绩,买入,,中银国际,,,,,,,
2018-11-02,贵州茅台,600519,3Q出货下降使业绩承压，卖方市场延续不改长期逻辑,买入,,群益证券,,,,,,,
2018-11-02,贵州茅台,600519,三季报点评：留余力，茅台全年增速换挡稳着陆,买入,,东兴证券,,,,,,,
2018-10-30,贵州茅台,600519,高基数是营收增速回落的主因，预计4季度将回升,买入,,中银国际,,,,,,,
2018-10-29,贵州茅台,600519,三季报点评：单季放缓瑕不掩瑜，未来保持合理增长,增持,,太平洋,,,,,,,
2018-10-29,贵州茅台,600519,2018年三季报点评：Q3茅台酒微增 系列酒保持快增,增持,,东莞证券,,,,,,,
2018-10-29,贵州茅台,600519,增速放缓，批价维持在高位,买入,,西南证券,,,,,,,
2018-10-29,贵州茅台,600519,短期增速放缓，长期供需紧张,买入,,东吴证券,,,,,,,
2018-10-29,贵州茅台,600519,【联讯食品饮料】贵州茅台：高基数致茅台酒收入增速回落，预收款环比增加需求稳健,增持,,联讯证券,,,,,,,
2018-10-26,000001,000001,业绩改善符合预期，依托科技平台打造先进银行,买入,,西南证券,,,,,,,
2018-10-24,000001,000001,零售转型带动息差回升，资产质量趋势值得关注,增持,,东吴证券,,,,,,,
2018-10-24,000001,000001,平安银行：业绩小幅改善，投资收益大幅增长是主因,买入,,太平洋,,,,,,,
2018-10-24,000001,000001,三季报点评：转型零售成果显著，资产质量表现平稳,买入,,群益证券,,,,,,,
2018-10-24,000001,000001,点评报告：零售贷款保持快速增长,增持,,万联证券,,,,,,,
2018-09-07,000001,000001,借势转型聚焦零售，乘风而起修复估值,买入,,西南证券,,,,,,,
2018-08-27,000001,000001,半年报点评：速度与质量并重，业绩持续释放,买入,,中航证券,,,,,,,
2018-08-16,000001,000001,平安银行：手续费增速提升拉动业绩增长，资产质量优于同业平均水平,买入,,太平洋,,,,,,,
2018-08-16,000001,000001,半年报点评：非息收入增长强劲，零售不断突破，资产质量平稳,买入,,群益证券,,,,,,,
2018-08-16,000001,000001,平安银行18年中报业绩点评：零售贷款增速亮眼，资产质量风险可控,增持,,民生证券,,,,,,,
2018-08-16,000001,000001,2018年中报点评：信用卡业务继续放量 成本收入比上升,增持,,万联证券,,,,,,,
2018-08-16,000001,000001,零售业务稳步发展，带动中收改善,增持,,东吴证券,,,,,,,
2018-08-14,贵州茅台,600519,白酒龙头增长稳定，毛利率高位可持续,增持,,中邮证券,,,,,,,
2018-08-09,贵州茅台,600519,上半年高增长收官，看好稳健经营能力,买入,,群益证券,,,,,,,
2018-08-07,贵州茅台,600519,半年报点评：持续稳定增长胜过一切，茅台确定性带动行业投资溢价,买入,,东兴证券,,,,,,,
2018-08-03,贵州茅台,600519,需求增长强劲，预收款下降源于打款政策变化,买入,,中银国际,,,,,,,
2018-08-03,贵州茅台,600519,全力冲刺千亿目标，预收款加速确认成为常态,买入,,新时代证券,,,,,,,
2018-08-03,贵州茅台,600519,贵州茅台2018中报点评：预收款下降是表象，增长和估值回归均衡,买入,,太平洋,,,,,,,
2018-08-02,贵州茅台,600519,【联讯食品饮料】贵州茅台： 2Q增长提速，系列酒收入占比提升,增持,,联讯证券,,,,,,,
2018-08-02,贵州茅台,600519,2Q18 results in line; reiterating Buy,买入,,德意志银行,,,,,,,
2018-08-02,贵州茅台,600519,茅台酒与系列酒同增，批价上行供需仍紧张,买入,,西南证券,,,,,,,
2018-08-02,贵州茅台,600519,中报符合预期，下半年留出量增空间,买入,,东吴证券,,,,,,,
2018-07-18,贵州茅台,600519,Strong 2Q18 growth; reiterating Buy,买入,,德意志银行,,,,,,,
2018-07-18,贵州茅台,600519,上半年利润总额同比增40%，维持买入,买入,,群益证券,,,,,,,
2018-07-18,贵州茅台,600519,初步经营数据基本符合我们的预期,买入,,高华证券,,,,,,,
2018-07-17,贵州茅台,600519,“国酒”茅台，酒业龙头，行业晴雨表,买入,,新时代证券,,,,,,,
2018-07-16,贵州茅台,600519,事件点评：预计中报业绩保持快速增长 风险评级：中风险 预计中报业绩保持快速增长  ,买入,,东莞证券,,,,,,,
2018-05-03,贵州茅台,600519,2018年一季度财报点评：全年稳健增长确定性强,买入,,东兴证券,,,,,,,
2018-05-03,000001,000001,一季报点评：业绩开始释放，负债压力犹存,买入,,中航证券,,,,,,,
2018-05-02,贵州茅台,600519,业绩表现依旧稳健，理性看待预收款回落,买入,,西南证券,,,,,,,
2018-05-02,贵州茅台,600519,贵州茅台一季报点评：发货滞后影响增速，提价效应未充分显现,买入,,太平洋,,,,,,,
2018-04-20,000001,000001,资产质量企稳好转，存款成本上行拖累净息差,增持,,东吴证券,,,,,,,
2018-04-20,000001,000001,2018年1季报点评：资产质量大幅改善，零售战略积极推进,增持,,中银国际,,,,,,,
2018-04-02,贵州茅台,600519,销售均价和利润率推动四季度业绩超预期；维持强力买入,买入,,高华证券,,,,,,,
2018-04-02,贵州茅台,600519,销量大增+管理改善推动业绩高增长,增持,,国元证券,,,,,,,
2018-03-29,贵州茅台,600519,17年业绩略超预期，18年有望开门红,增持,,群益证券,,,,,,,
2018-03-28,贵州茅台,600519,需求旺盛稳定放量，稳价迎来健康发展,买入,,东吴证券,,,,,,,
2018-03-28,贵州茅台,600519,17年业绩靓丽，18年继续向上,买入,,西南证券,,,,,,,
2018-03-28,贵州茅台,600519,无需担心预收款下降，18年高增长确定,买入,,中银证券,,,,,,,
2018-03-28,贵州茅台,600519,2017年年报点评：产量稳增长 销量大增拉动业绩略超预期,买入,,东莞证券,,,,,,,
2018-03-28,贵州茅台,600519,贵州茅台2017年报点评：业绩超预期，今年更可期,买入,,太平洋,,,,,,,
2018-03-20,000001,000001,年报点评：业绩符合预期，零售贡献显著,买入,,中航证券,,,,,,,
2018-03-16,000001,000001,年报点评：零售转型深入，资产状况改善,买入,,群益证券,,,,,,,
2018-03-16,000001,000001,2017年年报点评：零售转型持续推进，关注存款改善可持续性,增持,,中银国际,,,,,,,
2018-03-15,000001,000001,零售业务业绩占比提升，资产质量稳中向好,增持,,东吴证券,,,,,,,
2018-02-01,贵州茅台,600519,2017 net profit in line,买入,,德意志银行,,,,,,,
2018-01-31,贵州茅台,600519,事件点评：业绩超预期，茅台引领行业持续高增速,买入,,东兴证券,,,,,,,
2018-01-31,贵州茅台,600519,贵州茅台跟踪点评：净利润兑现高增长，坚定基本面信心,买入,,太平洋,,,,,,,
2018-01-30,贵州茅台,600519,Increasing risk of over supply in 2018,买入,,德意志银行,,,,,,,
2018-01-04,贵州茅台,600519,提价靴子落地，业绩有望保持高增长,买入,,群益证券,,,,,,,
2017-12-29,贵州茅台,600519,提价终落地，情理之中而又预期之外,买入,,西南证券,,,,,,,
2017-12-29,贵州茅台,600519,事件点评：2018年提价18%左右 业绩有望保持较快增长,买入,,东莞证券,,,,,,,
2017-12-29,贵州茅台,600519,贵州茅台提价点评：及时提价，提价幅度符合预期，18年目标价810元,买入,,太平洋,,,,,,,
2017-12-22,贵州茅台,600519,系列酒收入超出预期，正成为重要的增长极,买入,,高华证券,,,,,,,
2017-12-08,贵州茅台,600519,产能扩张将推动长期增长,买入,,高华证券,,,,,,,
2017-11-20,贵州茅台,600519,How much Moutai is stored in channels now?,买入,,德意志银行,,,,,,,
2017-11-17,贵州茅台,600519,新零售模式：借助云商平台重获控制权；强力买入（摘要）,买入,,高华证券,,,,,,,
2017-11-14,000001,000001,科技助力转型，转化集团优势为竞争力,买入,,交银国际证券,,,,,,,
2017-10-30,贵州茅台,600519,三季报点评：业绩超预期，大市值获支撑，维持660目标价,买入,,太平洋,,,,,,,
2017-10-27,贵州茅台,600519,Q3业绩大超市场预期，茅台展现王者雄风,买入,,西南证券,,,,,,,
2017-10-27,贵州茅台,600519,【联讯食品饮料公司点评】贵州茅台：三季度发货量大增，业绩超预期,增持,,联讯证券,,,,,,,
2017-10-27,贵州茅台,600519,2017年前三季度净利润增长60%，龙头地位无可撼动,买入,,群益证券,,,,,,,
